,X_mean,Y_mean,Z_mean,X_var,Y_var,Z_var,medicao,tipo,sucesso
2215,-28.342352450980396,-18.35999968627451,-19.162352847058823,1705.3938188720954,2.1206879784002193,117.19554518828903,411020373,Ponteiro,0
1838,12.162352664705885,1.5976469019607837,8.744705676470588,1667.1372279173102,684.2357055313888,117.26363854574136,420087193,,0
8518,-21.48666619259259,14.61777762962963,21.30888865851852,1636.7223095013346,6.642872120342011,342.3161554051563,412465294,,0
2421,34.83096735806452,7.67806436774194,41.5606444667742,1624.5049786884274,412.9174674004389,2678.7820841453704,414212811,Ciclometrico,1
87,-25.1625,23.347499706249998,-11.0999998746875,1538.2913200153548,77.5088698396455,152.9667842439485,420520230,Ciclometrico,1
700,60.862495480392155,-2.4392305949803923,32.51135850980392,1490.7319556794341,20.689807975448954,117.34619399503057,413656623,Eletronico,0
319,159.12852795454546,-29.656310999999995,45.424586500000004,1484.1075844537208,6.549975945810285,28.346521756131693,420599520,Ciclometrico,1
4707,29.12816309183674,-12.688163134693879,0.7934692877551023,1432.084186803598,510.0865519761331,690.9321269374186,411369766,Ciclometrico,1
4399,-2.0290907727272693,6.166363652727273,22.933635913636362,1418.4896860072733,125.63449063367274,552.4048808568058,413849473,Ciclometrico,1
5527,5.724705649019607,-18.387058554901962,-3.5176469803921564,1335.765446227526,2064.2415859344205,171.31851378520497,414103773,Ciclometrico,1
1985,-39.051427662857144,73.50171399999999,-21.041142385714288,1324.2525562435994,6201.421508933447,588.0057161658665,411364393,Ciclometrico,0
8633,-34.27813909302324,15.233022941860463,-8.185116169767443,1294.1940481379088,37.64729460591383,148.163179744731,412790716,Ciclometrico,1
3255,56.34947309210525,-39.317367842105256,-31.62157860526316,1274.6386494616236,180.54951103800943,371.70222757254675,421042695,Ciclometrico,1
1321,-24.63647039019608,0.7047058803921572,23.276470402745097,1219.1656225973325,159.48184584410362,1698.4391143138712,414359776,Ciclometrico,1
1232,13.853332906666664,-58.7519989111111,9.545333175555557,1180.7410623943658,24.66697004945645,15.918188744084937,412911147,Ponteiro,1
6237,-49.864705156862755,-7.603529335294119,-3.8894116372549012,1168.1735936835323,16.049675387068255,402.1437037735063,412178335,Ponteiro,1
6982,20.32333290833333,10.054999766666668,7.269999886111112,1164.4951732574298,35.03650999405729,35.27948480339436,413920618,Ciclometrico,1
5969,17.600571342,32.13257088571429,9.068571314285713,1156.878185745627,870.7722719814473,12165.007305087187,413460549,Ciclometrico,1
3017,-28.460425014468083,14.327233691489361,-10.119574282978723,1138.6455774597507,5.39388578791881,26.595433484825318,412309015,Ciclometrico,1
5323,-17.38142848333333,-3.6342856366666663,19.889999802380952,1134.5588587845928,87.918871591936,165.4736058973172,413242466,Ciclometrico,1
2645,12.134117431372548,44.51058762745098,15.32352918235294,1121.8890635992952,187.06008416178918,34.32845937208958,412489543,Ponteiro,1
519,18.857419041935483,27.944515854838713,53.719354529032266,1075.2403382160783,1198.1510019752916,2375.549836792814,411365464,Ciclometrico,1
6922,5.205405240540539,5.721080875675675,-8.565405186486487,1073.417846491803,76.35744026214428,11.960480285180335,430113374,Ciclometrico,1
874,29.857646627450986,11.116470447058823,16.83058799980392,1055.3761099892718,822.9238497771814,377.3307352238017,412521479,Ciclometrico,1
8858,-11.116363651515153,17.11636340909091,25.45090868181818,1055.2597295381254,32.170112027556996,389.8490425506824,420288156,Ciclometrico,1
7041,-17.061080974594592,16.9670267027027,-22.253513175675675,1051.9396265690584,15.88262609171194,174.93216129058587,412436828,Ciclometrico,1
1446,-37.68888479803921,-36.21528258823529,45.61195992156864,1035.491515506365,173.89804646299524,170.51883656105963,414161838,Ciclometrico,1
8499,-53.07733278222223,19.895999611111108,-18.30266658444444,1033.8550630719963,493.1707586563643,229.7771874976305,413449712,Ciclometrico,0
6394,-43.3079992,-1.3399999683333335,-31.331999516666666,1016.7224915635887,2.891503340965523,671.2650071325535,412359570,Ciclometrico,0
5365,-16.319493321372548,17.989673431372548,-39.36340621960784,988.0519051055276,45.895892368015055,5079.133427265861,413890754,Ciclometrico,1
3213,13.443673265306122,-49.477958061224484,25.69469347081633,985.211744656021,714.7739032736257,341.9295712321895,430214244,Ciclometrico,0
8416,-13.799999614893617,32.34765942978723,-27.305105757234035,985.1507651042621,2116.332543756639,487.4878317100635,400174858,Ciclometrico,1
4705,37.897646627450975,8.736470478431372,16.68235280392157,968.0876340572719,54.46282694252714,51.10890603920013,411369770,Ciclometrico,1
7815,35.15764660784314,4.068235221764707,3.2317646686274513,946.9085456235778,358.27818100976947,12.71549040674355,411631547,Ponteiro,1
3284,-36.70563739393939,-17.85949415151515,-19.81648070909091,932.7020570933844,440.28861026377325,406.32335190211,430193602,Ciclometrico,1
7477,30.51866631511111,3.5586665533333335,-1.0413333539999996,895.5864130878788,59.651477378509206,122.2813859899983,414274365,Ciclometrico,1
7200,-61.797771363636365,58.5212275909091,11.946895272727271,889.643401075544,500.6224259201468,22.96471559980635,413015389,Ciclometrico,0
3421,-48.040798800000005,-5.437199999999999,7.582799788000001,860.8308294093094,533.7960774440818,214.65372187402807,410691581,Ponteiro,1
2677,14.690322638709677,38.60128954838709,-7.050967751612904,859.166409426168,500.76659149096906,71.30732877363872,413816489,Ciclometrico,1
7031,-49.214116921568625,25.831764333333332,-30.70117608039216,856.6759245283794,46.65403466047094,594.0376399327727,413184116,Ponteiro,1
6241,-32.36999929642857,-0.18642858142857152,2.644285702142857,824.9411659384458,4.665690262990482,273.67277782804456,412251664,Ciclometrico,1
5295,-35.1108936575,1.7156104393,37.534916745,817.9154478587749,5.859158465598492,446.1340653635688,420692212,Ciclometrico,1
8787,-9.772174,20.960869317391303,-22.815652121739127,815.695295605257,216.16907101048244,1254.7601014897712,410150959,Ciclometrico,1
1014,-14.654399964,13.936799824,-14.603999799999999,811.85678284808,52.96935442116014,521.6627948500003,413639574,Ciclometrico,1
3349,10.081729149019608,8.387294176470588,-10.192899568627452,806.0152378714943,330.3717832909078,215.1855794661092,410239009,Ciclometrico,0
6404,18.09680088823529,-4.588580568627451,-16.94294134509804,803.4990847623478,1197.7079368003424,92.53048190148547,413903785,Ciclometrico,0
7202,43.488304040625,-11.201692715625,-6.124978984375,797.940652275061,171.57485787496623,154.23832430454394,411710425,Ciclometrico,1
7402,36.53882275529412,-6.544705733333334,20.921176092156863,783.2013481661072,138.83425775455558,204.862672409304,414253458,Ciclometrico,1
6436,2.101874905,8.705624821875,7.904999890625,762.6559051300459,12.45538520916546,6.148567284483961,420517365,Ciclometrico,1
5108,-17.657646823529408,-10.281176343137252,44.787058,756.7560275654122,141.2680000897415,942.316136235531,412087643,Eletronico,0
2275,41.29631515342105,47.48578893421052,40.953683718421054,752.242933699235,2747.9693688587363,302.9703328786581,410372183,,0
5082,-33.98052558631579,-27.227368015789477,32.554736289473695,750.4601074253552,102.13689516662352,160.06662663209195,430085568,Eletronico,0
8074,23.7061222,9.668571171428573,14.120816085510205,749.4994666783068,8.390699584000174,125.16217747085481,414157889,Ciclometrico,1
5636,17.414999787499998,10.854999920833334,7.157499783333333,742.1989017520443,661.5149848744786,389.15887884373967,413833363,Ciclometrico,1
6760,-49.9649995,51.7518745,45.76499928125,736.1526125845178,2.351144674839871,165.81041969129117,410720317,,0
3688,16.511249734375,17.12625004375,28.6687496875,728.4884017478154,941.0620628999499,247.0042564725006,411944682,Ponteiro,0
2681,-13.829999844000001,22.25999992,4.3811997499999995,717.714546002694,377.1862548685715,203.2707576520411,412076429,Ponteiro,1
7386,-28.167096335483873,-28.904515532258063,21.013548129032262,700.9328945356912,97.15534607896866,131.72728657780684,414878105,Ciclometrico,1
1831,24.271499698,5.390999904999999,43.184999274999996,700.2795537702838,14.311300987169284,331.21175639307825,414371230,Ciclometrico,1
7644,45.7589995,-4.8539999499999995,20.354999624999998,698.5376671863165,99.29250869115793,291.0311409560533,430114795,Ciclometrico,1
7481,23.15485676457143,7.042285491428571,-3.8742856837142856,694.1607388879752,87.06707351489766,115.03424417325398,414392937,Ciclometrico,1
3356,-32.517421641999995,5.594441086,-13.533963187999998,665.2675265839756,112.60209506298186,107.24697961185254,413576914,Ciclometrico,1
324,21.263396111111113,1.9840777666666665,-24.172043407407408,654.5708630842396,195.85692746026487,292.7617893940667,420599525,Ciclometrico,1
739,-46.81058756862746,12.75882335882353,15.136470403921571,650.7409873918604,9.408214365106017,41.87074722207072,414064825,Ciclometrico,1
8528,19.364571023428574,7.58228556342857,-7.532571224,647.9377897877739,44.50787510935878,215.68961969546646,420530349,Ciclometrico,1
1768,26.41647022352941,9.79647041764706,14.370587992156864,645.2945253570925,3.1024909592895242,49.79050059375075,413289934,Ciclometrico,1
4826,8.583529264705883,1.729411847058824,1.768235352941177,642.7350202359366,212.61479119341183,798.0934089225676,411104574,Ciclometrico,1
8386,42.11058750784314,5.283529315686275,12.625882311764705,633.8032144210131,34.6254340585695,219.39425568677663,411822409,Ponteiro,1
6029,20.143447786206895,20.948275724137932,15.070344551724135,627.5511820713702,6.951528693546922,21.53547504561597,430180676,Eletronico,1
3118,12.397647039215686,-24.685882117647054,26.3894114,626.4914137720475,28.659491703106106,80.91787553606153,421325025,Eletronico,1
8589,-6.2372726818181805,9.572727004545454,17.487272386363635,622.1542124361042,6.008477231324858,599.4900558055595,411150414,Ponteiro,0
6846,6.629411764705883,18.89529376470588,-14.40352918235294,619.9374476710594,37.25666407877678,243.1489481005697,414641283,Ciclometrico,1
5324,-10.116561520196079,5.936574535098039,4.106602598039216,618.6991778008913,41.35662127015832,88.35418428093462,414249409,,0
8131,34.5395993496,-0.506399878,21.361199733,615.7561116510458,91.34906318273654,190.49472816542976,411631589,Ciclometrico,1
5686,-51.50307605128205,4.547692217948718,28.09538434615385,607.8644459594358,12.2536756443563,271.79141514889125,411190894,Ciclometrico,0
4688,6.629411541176471,-12.575294098039214,7.2164705376470595,604.0932928812707,836.2336372411768,58.74423414856947,411369791,Ciclometrico,1
7991,8.000487680487806,16.161951000000002,-3.500487743902439,598.4937925587222,1.9785160384392007,13.571209395058549,413614207,Ciclometrico,1
6123,-17.10249977333333,6.069999929166667,13.324999983333333,596.0828135782268,159.70935264982626,268.4716918697393,420698435,Ciclometrico,0
2685,14.752941199411765,25.163528899215684,-3.027058843921568,594.4909672207615,317.1172329351209,61.05935305502509,410262234,Ciclometrico,1
4097,-34.0433328888889,2.1433333111111113,-23.539999833333333,594.2079900031383,71.68015172839219,90.73905795529427,420048447,Ciclometrico,1
4461,13.450434739130435,2.4130434782608696,0.8452174517391309,590.0971373487754,111.26223811256926,49.2577854610792,411451993,Ciclometrico,1
2408,-15.039062076470586,2.9692848115686274,19.947613512941174,587.3650461883077,28.017902416220053,121.40180628369332,420442796,Ciclometrico,0
6814,-64.12749904166667,42.89749958333334,56.324999291666664,583.0907247089161,81.03364900478357,244.89867956217628,410720281,,0
2656,1.3066664703703699,34.34888874074074,-9.344444202592594,579.7709327405645,2.321825991453275,34.22591592790443,420027619,,0
3461,11.562631439473682,5.505789390526317,27.925262587894743,578.7116350448115,28.331305349037326,1231.8216155233215,414100694,Ciclometrico,1
5358,27.132727096969695,3.0054544151515152,0.9345455666666667,578.5953124469095,165.2605519146479,280.8220483460685,413313106,Ciclometrico,1
4600,59.545881645098035,24.347058578431376,16.263529272549018,577.676472238779,27.773181306800183,74.54453788848012,410434840,Ponteiro,1
5192,22.26612226530612,-6.241224316326531,20.63510191020408,577.0290242094903,59.386121193571604,78.50472523264807,412157501,,0
3400,22.196571291428572,3.212571398857143,22.63714257142857,570.4515284207805,39.0736245632229,6.508074093781721,413608265,Ciclometrico,1
5352,10.424615012820512,2.881538401025641,-4.2969231128205125,568.3794743387541,21.719080880272912,253.60608937268026,414504081,Ciclometrico,0
3399,-22.599999665833334,0.036666647222222286,-1.2616666805555556,563.200238406755,40.88021587438101,58.88869316966671,420775588,Ciclometrico,1
320,58.44071554838709,-13.907294558709678,8.875583525806453,562.0314943882796,478.1524590273851,86.0045182073787,420599521,Ciclometrico,1
3269,24.563999589142856,-3.387428494285716,1.3028569142857145,561.4011793166549,2740.415041385519,792.3793748450422,414804293,Ciclometrico,1
2642,-10.783529177058826,13.787058584313723,-9.632941002549018,560.9403258231282,363.45387517679586,816.6492183258471,413694244,Ciclometrico,1
6655,6.066923065384615,4.133076880384615,-8.282307542307693,560.8630905216927,31.64466958860743,116.45207115745859,412680413,,0
2187,19.51764682352941,63.58823433333333,4.057646564705884,551.5649554430123,1471.869188961274,2985.507620313295,430229894,Eletronico,0
4889,-1.4819999933333332,12.859999933333336,0.4359999800000001,526.3085980325797,8.750565160000061,45.69366565307588,430167047,Ciclometrico,1
7533,-38.32153796153846,-7.583076965384615,7.829999837307694,520.6327831768629,253.81354933373572,55.03802231037614,430254806,Ciclometrico,1
3718,-25.496470235294122,8.03058808627451,14.87999974509804,519.8944880995772,811.9637488018789,402.92307290160045,420026530,Eletronico,0
5367,14.484545522727272,11.697272636363637,15.74999975909091,518.8586188790911,54.47570485870138,120.92836950142885,414060166,Ciclometrico,1
8684,-12.704210315789474,19.604210052631583,-27.60947315789474,516.3147251350881,107.64433376631627,28.73610558701803,420542090,Ciclometrico,1
4204,3.4488000000000003,13.01039988,14.01119974,511.3854304350002,14.68280455760011,46.362034043400165,420475858,Ciclometrico,1
5287,10.685882252941175,21.794117284313725,5.984705786274511,507.61039985044255,163.32531408232987,58.888920165807114,412298957,Ponteiro,1
5308,3.3374998333333337,14.967499833333335,-4.809999867916667,503.573874106957,6.743889406087101,13.105147026617454,413764157,Ciclometrico,1
8859,18.601935258064515,-13.801935416129034,8.02064501935484,500.875061977936,512.1565036941034,34.46049162834852,414017290,Ciclometrico,1
2718,-14.759999775000002,-151.39714,232.2278546117857,496.85838556044496,41342.298787988635,89514.85979266692,412038851,Ciclometrico,1
7260,5.579999889444444,28.279999611111112,-36.03999927777778,494.6378765579296,24.320751051765313,417.4327053505892,430021394,Ciclometrico,0
5601,0.969230796153846,14.68615371923077,5.9307690846153855,493.0656914988187,112.47445558500932,17.03338239012932,414135482,Ciclometrico,1
1325,-28.8790903490909,11.233636104545456,-36.027272681818175,490.3554244206764,17.73563253820797,189.31910693038967,410414712,Ciclometrico,1
4467,14.621739131304343,12.631304130434783,-4.565217384347827,490.1535526797963,18.323629328300573,17.83077149161423,411451998,Ciclometrico,1
5321,42.671763941176465,9.70705868843137,15.164705494117646,489.3986843138839,56.359483400000116,77.26288580445208,412335170,Ponteiro,1
6375,6.186666705555558,11.289999807777779,13.256666555555558,488.81640684109846,33.39921043522368,362.7044320745099,414109238,Ciclometrico,1
1004,6.213157852631579,6.80368402631579,21.746841789473677,484.8514354254796,10.091196485786739,25.05963773667163,412017618,Ciclometrico,1
331,-21.98197024897959,-7.9006289612244895,15.467992531224489,484.2440504475797,24.860355690570984,235.43865151130535,414234235,Ciclometrico,1
1734,-14.457333314444446,1.955999964,13.92133316,478.7862471682516,4.040738036705462,206.32065522901837,414056034,Ciclometrico,0
1549,26.431303978260868,5.536956421086956,1.2286956267391302,474.93274278852266,27.78762474297922,12.587637877428424,412026751,Ciclometrico,0
7162,13.035293873137253,2.6105881619607842,-8.304705750588235,474.0416277488259,54.45509136961892,290.7625044894302,413570737,Ciclometrico,1
175,14.912570934285714,0.7799999457142858,10.703999811428572,470.7610259644247,118.43046778235305,119.11578057155309,414922317,Ciclometrico,1
4095,-1.815294078431373,-1.3647058803921572,-6.171764509803923,470.67102148498844,22.568376852983548,307.9238345882355,411968676,Ciclometrico,1
1589,23.03384605615384,22.344615076923073,-5.347692187179487,470.2816030725693,2.581335962672283,33.7864117188422,412603721,Ciclometrico,1
2504,-10.297986490876315,-21.126935289473685,10.74066785,469.8897981242262,15.665587734724808,115.14674251734212,421165530,Ciclometrico,1
5781,5.4719998,9.147999903333332,12.649999799999998,467.6626782339313,9.226360749738003,2.753647593103597,430217403,Ciclometrico,1
4653,35.45454531818182,32.60999954545454,8.274545395454545,466.80408459532487,208.6404774914295,21.09048317449352,420007534,Ciclometrico,1
75,7.199999958333334,-8.31500005,17.899999625,466.55247680347856,187.11951752608707,27.495754946087196,414207313,Ciclometrico,1
7161,-41.017296783783785,13.109189025405406,-4.4108108756756765,458.97587070964045,264.855917692885,189.14871350454993,413551651,Ciclometrico,1
6607,21.861176038431374,33.65411717,3.1576469737254906,457.77206860464946,541.6944708595264,204.46702818518887,414342303,,0
4920,-1.5458823000000002,12.751764515686272,4.142352804901961,456.0114958566779,132.66148716073437,63.90906261967545,414130063,,0
4164,40.77306049387755,22.632244775510205,7.880816170612245,455.86063929499124,10.002746929336844,71.57407920603796,411968513,Ponteiro,1
5599,3.8188234509803927,4.223529326862745,12.782352747058823,452.4288071216475,420.3251998414813,110.28224717555308,413753138,,0
317,86.36810775000001,-11.059844767857141,52.219778642857136,452.3544563047811,370.16858344399776,86.44109144884534,420599518,Ciclometrico,1
659,38.608420894736845,-13.105262932631577,56.61789442105263,450.75575238456156,214.39011958087045,224.83408802245668,411365353,Ciclometrico,1
5543,-3.611977268,-0.13241355999999996,9.90872512,448.83708656136264,73.45118516930393,176.88094407277993,421025259,Ciclometrico,1
7735,6.1457142380952385,9.39142833809524,5.037142805714285,447.95755506685737,1.464342543143021,6.286491314262872,412226826,Ciclometrico,1
7353,-12.038823300588238,-30.416470333333333,-24.02705844117647,445.9456400218946,142.03805750908268,222.9447278443771,420595544,Ciclometrico,1
1389,-21.847199728,-21.38639968,21.0503998,443.7606823910806,4.265423402600227,1.0370038360001668,414426167,Ciclometrico,1
8711,8.331891794594595,-3.4183782864864867,21.817297089189186,443.253420561811,137.82028982399135,413.04266690255884,400267660,Ciclometrico,0
3935,-9.142500004166667,14.034999958333332,-1.1074999633333336,442.94486463945685,12.460356239565257,5.293871477547835,413131376,Ciclometrico,1
7359,-11.61411758627451,8.065882236078432,-5.8894115352941165,441.84358001227315,270.11004574494893,542.9390737456242,411624799,Ciclometrico,0
2559,-8.425454535757575,28.09999974545455,-8.423636175757576,440.63595203631604,1174.7372716938762,103.01353238242065,413532749,Ciclometrico,1
3962,7.796363603030303,-9.51272709090909,-14.309090636363639,438.5135032277616,2.2999704060683004,5.285276900966099,414347442,Ciclometrico,1
6305,11.086046304651163,11.295348759767442,4.96046501627907,437.8710444102529,107.71270016093493,31.718179694325652,420933030,Eletronico,1
7640,-19.81499966666667,17.712499875000002,-26.247499541666667,435.7969671547833,440.65438171630484,17.86256725065243,430009381,Ciclometrico,1
4698,-14.71161268064516,3.9503225483870965,-9.56903206967742,433.1074452685038,390.33073693716136,62.56940695624143,412369724,Ciclometrico,1
4979,-19.049999845769232,6.041538312307693,19.183845807692308,431.9925785070962,21.14258818565919,4.6945613237540815,414150531,Ciclometrico,1
2687,-3.7784209736842103,22.18894705263158,-2.9999999552631578,431.96758289009995,49.5030850105266,27.265425735567636,410262226,Ciclometrico,1
4630,20.292940923529414,21.009411503921573,-16.00235278431373,431.4577276493088,61.48070798478608,241.76005072729436,410434826,Ponteiro,1
7376,10.261363618181818,2.9181816956818185,1.3881817954545461,431.0917046637211,61.04445880874092,631.0209786102752,411234611,,0
